FileName,SERIES_NAME,VARIABLE_NAME,ATTRIBUTE_TITLE,KEYWORD1,KEYWORD2,ATTRIBUTE_LABEL,CONFIDENCE_INTERVAL,DEPTH,HORIZON_UPPER_DEPTH,HORIZON_LOWER_DEPTH,RANGE_DOMAIN_MINIMUM,RANGE_DOMAIN_MAXIMUM,ATTRIBUTE_MEASUREMENT_RESOLUTION,ATTRIBUTE_UNITS_OF_MEASURE,CITATION_URL,CITATION_ORIGINATOR,CITATION_ADDRESS,PUBLICATION_DATE,DOWNLOAD_FTP_URL,TECHNICAL_SPECIFICATIONS_URL,PROJECT_URL,LEGEND,SLD_URL,SLD_NAME,NO_DATA,DATA_FORMAT
PSCS_LITHIC.LOAMY.SKELETAL.OVER.CINDERY_100m.tif,USA48SoilGrids100m,Predicted LITHIC LOAMY-SKELETAL OVER CINDERY particle size in the control section class,Predicted probability in percent for: LITHIC LOAMY-SKELETAL OVER CINDERY,LITHIC LOAMY-SKELETAL OVER CINDERY,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_LITHIC.MEDIAL.SKELETAL_100m.tif,USA48SoilGrids100m,Predicted LITHIC MEDIAL-SKELETAL particle size in the control section class,Predicted probability in percent for: LITHIC MEDIAL-SKELETAL,LITHIC MEDIAL-SKELETAL,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_LITHIC.ORGANIC_100m.tif,USA48SoilGrids100m,Predicted LITHIC ORGANIC particle size in the control section class,Predicted probability in percent for: LITHIC ORGANIC,LITHIC ORGANIC,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_LITHIC.SANDY_100m.tif,USA48SoilGrids100m,Predicted LITHIC SANDY particle size in the control section class,Predicted probability in percent for: LITHIC SANDY,LITHIC SANDY,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_LITHIC.SANDY.SKELETAL_100m.tif,USA48SoilGrids100m,Predicted LITHIC SANDY-SKELETAL particle size in the control section class,Predicted probability in percent for: LITHIC SANDY-SKELETAL,LITHIC SANDY-SKELETAL,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_LOAMY_100m.tif,USA48SoilGrids100m,Predicted LOAMY particle size in the control section class,Predicted probability in percent for: LOAMY,LOAMY,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_LOAMY.OVER.ASHY.OR.ASHY.PUMICEOUS_100m.tif,USA48SoilGrids100m,Predicted LOAMY OVER ASHY OR ASHY-PUMICEOUS particle size in the control section class,Predicted probability in percent for: LOAMY OVER ASHY OR ASHY-PUMICEOUS,LOAMY OVER ASHY OR ASHY-PUMICEOUS,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_LOAMY.OVER.COARSE.GYPSEOUS_100m.tif,USA48SoilGrids100m,Predicted LOAMY OVER COARSE-GYPSEOUS particle size in the control section class,Predicted probability in percent for: LOAMY OVER COARSE-GYPSEOUS,LOAMY OVER COARSE-GYPSEOUS,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_LOAMY.OVER.SANDY.OR.SANDY.SKELETAL_100m.tif,USA48SoilGrids100m,Predicted LOAMY OVER SANDY OR SANDY-SKELETAL particle size in the control section class,Predicted probability in percent for: LOAMY OVER SANDY OR SANDY-SKELETAL,LOAMY OVER SANDY OR SANDY-SKELETAL,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_LOAMY.SKELETAL_100m.tif,USA48SoilGrids100m,Predicted LOAMY-SKELETAL particle size in the control section class,Predicted probability in percent for: LOAMY-SKELETAL,LOAMY-SKELETAL,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_LOAMY.SKELETAL.OVER.CINDERY_100m.tif,USA48SoilGrids100m,Predicted LOAMY-SKELETAL OVER CINDERY particle size in the control section class,Predicted probability in percent for: LOAMY-SKELETAL OVER CINDERY,LOAMY-SKELETAL OVER CINDERY,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_LOAMY.SKELETAL.OVER.CLAYEY_100m.tif,USA48SoilGrids100m,Predicted LOAMY-SKELETAL OVER CLAYEY particle size in the control section class,Predicted probability in percent for: LOAMY-SKELETAL OVER CLAYEY,LOAMY-SKELETAL OVER CLAYEY,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_LOAMY.SKELETAL.OVER.FRAGMENTAL_100m.tif,USA48SoilGrids100m,Predicted LOAMY-SKELETAL OVER FRAGMENTAL particle size in the control section class,Predicted probability in percent for: LOAMY-SKELETAL OVER FRAGMENTAL,LOAMY-SKELETAL OVER FRAGMENTAL,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_LOAMY.SKELETAL.OVER.SANDY.OR.SANDY.SKELETAL_100m.tif,USA48SoilGrids100m,Predicted LOAMY-SKELETAL OVER SANDY OR SANDY-SKELETAL particle size in the control section class,Predicted probability in percent for: LOAMY-SKELETAL OVER SANDY OR SANDY-SKELETAL,LOAMY-SKELETAL OVER SANDY OR SANDY-SKELETAL,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_M_100m.tif,USA48SoilGrids100m,USDA particle size in the control section class,Predicted USDA 2014 suborder classes (as integers),texture class,type,PSCS,M,None,0.00 m,2.00 m,1,67,1,factor,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:CLYPPT,255,Byte
PSCS_MEDIAL_100m.tif,USA48SoilGrids100m,Predicted MEDIAL particle size in the control section class,Predicted probability in percent for: MEDIAL,MEDIAL,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_MEDIAL.OVER.LOAMY_100m.tif,USA48SoilGrids100m,Predicted MEDIAL OVER LOAMY particle size in the control section class,Predicted probability in percent for: MEDIAL OVER LOAMY,MEDIAL OVER LOAMY,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_MEDIAL.OVER.LOAMY.SKELETAL_100m.tif,USA48SoilGrids100m,Predicted MEDIAL OVER LOAMY-SKELETAL particle size in the control section class,Predicted probability in percent for: MEDIAL OVER LOAMY-SKELETAL,MEDIAL OVER LOAMY-SKELETAL,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_MEDIAL.OVER.SANDY.OR.SANDY.SKELETAL_100m.tif,USA48SoilGrids100m,Predicted MEDIAL OVER SANDY OR SANDY-SKELETAL particle size in the control section class,Predicted probability in percent for: MEDIAL OVER SANDY OR SANDY-SKELETAL,MEDIAL OVER SANDY OR SANDY-SKELETAL,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_MEDIAL.SKELETAL_100m.tif,USA48SoilGrids100m,Predicted MEDIAL-SKELETAL particle size in the control section class,Predicted probability in percent for: MEDIAL-SKELETAL,MEDIAL-SKELETAL,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_ORGANIC_100m.tif,USA48SoilGrids100m,Predicted ORGANIC particle size in the control section class,Predicted probability in percent for: ORGANIC,ORGANIC,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_ROCK.OUTCROP_100m.tif,USA48SoilGrids100m,Predicted ROCK OUTCROP particle size in the control section class,Predicted probability in percent for: ROCK OUTCROP,ROCK OUTCROP,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_SANDY_100m.tif,USA48SoilGrids100m,Predicted SANDY particle size in the control section class,Predicted probability in percent for: SANDY,SANDY,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_SANDY.OR.SANDY.SKELETAL_100m.tif,USA48SoilGrids100m,Predicted SANDY OR SANDY-SKELETAL particle size in the control section class,Predicted probability in percent for: SANDY OR SANDY-SKELETAL,SANDY OR SANDY-SKELETAL,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_SANDY.OVER.CLAYEY_100m.tif,USA48SoilGrids100m,Predicted SANDY OVER CLAYEY particle size in the control section class,Predicted probability in percent for: SANDY OVER CLAYEY,SANDY OVER CLAYEY,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_SANDY.OVER.LOAMY_100m.tif,USA48SoilGrids100m,Predicted SANDY OVER LOAMY particle size in the control section class,Predicted probability in percent for: SANDY OVER LOAMY,SANDY OVER LOAMY,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_SANDY.SKELETAL_100m.tif,USA48SoilGrids100m,Predicted SANDY-SKELETAL particle size in the control section class,Predicted probability in percent for: SANDY-SKELETAL,SANDY-SKELETAL,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_SANDY.SKELETAL.OVER.LOAMY_100m.tif,USA48SoilGrids100m,Predicted SANDY-SKELETAL OVER LOAMY particle size in the control section class,Predicted probability in percent for: SANDY-SKELETAL OVER LOAMY,SANDY-SKELETAL OVER LOAMY,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
PSCS_VERY.FINE_100m.tif,USA48SoilGrids100m,Predicted VERY-FINE particle size in the control section class,Predicted probability in percent for: VERY-FINE,VERY-FINE,texture class,PSCS,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
sand_M_sl1_100m.tif,USA48SoilGrids100m,Sand content (50-2000 micro meter) mass fraction in %,Sand content (50-2000 micro meter) mass fraction in % at depth 0.00 m,sand,texture,sand_M_sl1,M,0.00 m,0.00 m,0.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:SNDPPT,255,Byte
sand_M_sl2_100m.tif,USA48SoilGrids100m,Sand content (50-2000 micro meter) mass fraction in %,Sand content (50-2000 micro meter) mass fraction in % at depth 0.05 m,sand,texture,sand_M_sl2,M,0.05 m,0.05 m,0.05 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:SNDPPT,255,Byte
sand_M_sl3_100m.tif,USA48SoilGrids100m,Sand content (50-2000 micro meter) mass fraction in %,Sand content (50-2000 micro meter) mass fraction in % at depth 0.15 m,sand,texture,sand_M_sl3,M,0.15 m,0.15 m,0.15 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:SNDPPT,255,Byte
sand_M_sl4_100m.tif,USA48SoilGrids100m,Sand content (50-2000 micro meter) mass fraction in %,Sand content (50-2000 micro meter) mass fraction in % at depth 0.30 m,sand,texture,sand_M_sl4,M,0.30 m,0.30 m,0.30 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:SNDPPT,255,Byte
sand_M_sl5_100m.tif,USA48SoilGrids100m,Sand content (50-2000 micro meter) mass fraction in %,Sand content (50-2000 micro meter) mass fraction in % at depth 0.60 m,sand,texture,sand_M_sl5,M,0.60 m,0.60 m,0.60 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:SNDPPT,255,Byte
sand_M_sl6_100m.tif,USA48SoilGrids100m,Sand content (50-2000 micro meter) mass fraction in %,Sand content (50-2000 micro meter) mass fraction in % at depth 1.00 m,sand,texture,sand_M_sl6,M,1.00 m,1.00 m,1.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:SNDPPT,255,Byte
sand_M_sl7_100m.tif,USA48SoilGrids100m,Sand content (50-2000 micro meter) mass fraction in %,Sand content (50-2000 micro meter) mass fraction in % at depth 2.00 m,sand,texture,sand_M_sl7,M,2.00 m,2.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:SNDPPT,255,Byte
soc_M_sl1_100m.tif,USA48SoilGrids100m,Soil organic carbon content (fine earth fraction) in g per kg,Soil organic carbon content (fine earth fraction) in g per kg at depth 0.00 m,organic,carbon,soc_M_sl1,M,0.00 m,0.00 m,0.00 m,0,800,1,g / kg,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:ORCDRC,-32768,Int16
soc_M_sl2_100m.tif,USA48SoilGrids100m,Soil organic carbon content (fine earth fraction) in g per kg,Soil organic carbon content (fine earth fraction) in g per kg at depth 0.05 m,organic,carbon,soc_M_sl2,M,0.05 m,0.05 m,0.05 m,0,800,1,g / kg,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:ORCDRC,-32768,Int16
soc_M_sl3_100m.tif,USA48SoilGrids100m,Soil organic carbon content (fine earth fraction) in g per kg,Soil organic carbon content (fine earth fraction) in g per kg at depth 0.15 m,organic,carbon,soc_M_sl3,M,0.15 m,0.15 m,0.15 m,0,800,1,g / kg,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:ORCDRC,-32768,Int16
soc_M_sl4_100m.tif,USA48SoilGrids100m,Soil organic carbon content (fine earth fraction) in g per kg,Soil organic carbon content (fine earth fraction) in g per kg at depth 0.30 m,organic,carbon,soc_M_sl4,M,0.30 m,0.30 m,0.30 m,0,800,1,g / kg,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:ORCDRC,-32768,Int16
soc_M_sl5_100m.tif,USA48SoilGrids100m,Soil organic carbon content (fine earth fraction) in g per kg,Soil organic carbon content (fine earth fraction) in g per kg at depth 0.60 m,organic,carbon,soc_M_sl5,M,0.60 m,0.60 m,0.60 m,0,800,1,g / kg,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:ORCDRC,-32768,Int16
soc_M_sl6_100m.tif,USA48SoilGrids100m,Soil organic carbon content (fine earth fraction) in g per kg,Soil organic carbon content (fine earth fraction) in g per kg at depth 1.00 m,organic,carbon,soc_M_sl6,M,1.00 m,1.00 m,1.00 m,0,800,1,g / kg,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:ORCDRC,-32768,Int16
soc_M_sl7_100m.tif,USA48SoilGrids100m,Soil organic carbon content (fine earth fraction) in g per kg,Soil organic carbon content (fine earth fraction) in g per kg at depth 2.00 m,organic,carbon,soc_M_sl7,M,2.00 m,2.00 m,2.00 m,0,800,1,g / kg,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:ORCDRC,-32768,Int16
TAXgg_Acraquox_100m.tif,USA48SoilGrids100m,Predicted Acraquox great group,Predicted probability in percent for: Acraquox,Acraquox,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Acrudox_100m.tif,USA48SoilGrids100m,Predicted Acrudox great group,Predicted probability in percent for: Acrudox,Acrudox,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Alaquods_100m.tif,USA48SoilGrids100m,Predicted Alaquods great group,Predicted probability in percent for: Alaquods,Alaquods,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Albaqualfs_100m.tif,USA48SoilGrids100m,Predicted Albaqualfs great group,Predicted probability in percent for: Albaqualfs,Albaqualfs,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Albaquults_100m.tif,USA48SoilGrids100m,Predicted Albaquults great group,Predicted probability in percent for: Albaquults,Albaquults,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Alorthods_100m.tif,USA48SoilGrids100m,Predicted Alorthods great group,Predicted probability in percent for: Alorthods,Alorthods,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
