location	id	latitude	longitude	gg	pscsmodorg	pscs_pprob	gg_pprob	pscs_c1	gg_c1	pscs_c1n	gg_c1n
MilfordFlat	MF509	38.94130000000	-112.60202000000	NATRARGIDS	FINE	27	37	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF034	38.92533000000	-112.58596000000	TORRIORTHENTS	COARSE-LOAMY	28	20	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF101	38.88416000000	-112.85569000000	HAPLOCALCIDS	LOAMY-SKELETAL	27	33	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF102	38.88823000000	-112.85106000000	HAPLOCALCIDS	LOAMY-SKELETAL	32	33	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF103	38.88646000000	-112.84686000000	TORRIORTHENTS	LOAMY-SKELETAL	29	33	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF104	38.88614000000	-112.83818000000	HAPLOCALCIDS	LOAMY-SKELETAL	24	27	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF105	38.88999000000	-112.83510000000	HAPLOCALCIDS	FINE-LOAMY	19	25	23	258	COARSE-LOAMY	TORRIORTHENTS
MilfordFlat	MF106	38.88925000000	-112.83088000000	CALCIARGIDS	FINE	19	23	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF511	38.91317000000	-112.64442000000	CALCIARGIDS	FINE-LOAMY	34	21	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF120	38.90562000000	-112.59319000000	HAPLOCALCIDS	LITHIC LOAMY-SKELETAL	29	22	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF035	38.91040000000	-112.63649000000	TORRIPSAMMENTS	SANDY	21	16	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF072	38.90135000000	-112.63236000000	HAPLOCALCIDS	COARSE-LOAMY	25	20	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF119	38.90842000000	-112.60313000000	HAPLOCALCIDS	FINE-LOAMY	23	22	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF510	38.91536000000	-112.59773000000	HAPLOCALCIDS	COARSE-LOAMY	27	20	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF036	38.88683000000	-112.64187000000	HAPLOCALCIDS	LITHIC LOAMY-SKELETAL	28	22	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF107	38.84846000000	-112.90428000000	HAPLOCALCIDS	LOAMY-SKELETAL	26	21	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF138	38.86588000000	-112.79468000000	CALCIARGIDS	FINE-LOAMY	32	29	23	198	COARSE-LOAMY	NATRARGIDS
MilfordFlat	MF139	38.86615000000	-112.79777000000	NATRARGIDS	FINE-LOAMY	31	28	23	198	COARSE-LOAMY	NATRARGIDS
MilfordFlat	MF512	38.89296000000	-112.65961000000	HAPLOCALCIDS	CLAYEY OVER LOAMY	31	23	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF012	38.84307000000	-112.88469000000	TORRIORTHENTS	LITHIC LOAMY-SKELETAL	28	26	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF015	38.83947000000	-112.88690000000	TORRIORTHENTS	LITHIC SANDY-SKELETAL	23	22	50	258	LITHIC LOAMY-SKELETAL	TORRIORTHENTS
MilfordFlat	MF147	38.83955000000	-112.90916000000	HAPLOCALCIDS	LITHIC LOAMY-SKELETAL	30	28	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF514	38.88424000000	-112.61902000000	HAPLOCALCIDS	LITHIC FINE-LOAMY	23	17	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF014	38.84659000000	-112.88667000000	ROCKOUTCROP	ROCK OUTCROP	23	23	60	258	LOAMY-SKELETAL	TORRIORTHENTS
MilfordFlat	MF136	38.83558000000	-112.89152000000	ROCKOUTCROP	ROCK OUTCROP	26	27	50	258	LITHIC LOAMY-SKELETAL	TORRIORTHENTS
MilfordFlat	MF008	38.86686000000	-112.68800000000	NATRARGIDS	FINE-LOAMY	31	23	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF010	38.86153000000	-112.71344000000	NATRARGIDS	FINE-LOAMY	29	24	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF011	38.86519000000	-112.70616000000	NATRARGIDS	COARSE-LOAMY	34	23	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF013	38.84838000000	-112.88489000000	HAPLOCALCIDS	LOAMY-SKELETAL	28	32	60	258	LOAMY-SKELETAL	TORRIORTHENTS
MilfordFlat	MF018	38.84192000000	-112.87253000000	HAPLOCALCIDS	LOAMY-SKELETAL	33	21	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF045	38.87829000000	-112.62611000000	TORRIORTHENTS	LOAMY	17	19	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF073	38.87233000000	-112.63947000000	HAPLOCALCIDS	COARSE-LOAMY	29	19	32	258	FINE-LOAMY	TORRIORTHENTS
MilfordFlat	MF074	38.87326000000	-112.64961000000	HAPLOCALCIDS	FINE-LOAMY	29	19	32	258	FINE-LOAMY	TORRIORTHENTS
MilfordFlat	MF077	38.86571000000	-112.69680000000	NATRARGIDS	COARSE-LOAMY	39	22	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF108	38.84299000000	-112.89279000000	HAPLOCALCIDS	SANDY-SKELETAL	27	19	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF140	38.85410000000	-112.79852000000	TORRIPSAMMENTS	SANDY	29	30	23	198	COARSE-LOAMY	NATRARGIDS
MilfordFlat	MF145	38.85717000000	-112.81355000000	NATRARGIDS	FINE	24	26	23	198	COARSE-LOAMY	NATRARGIDS
MilfordFlat	MF156	38.86651000000	-112.75385000000	HAPLOCALCIDS	COARSE-LOAMY	24	25	23	198	COARSE-LOAMY	NATRARGIDS
MilfordFlat	MF513	38.89059000000	-112.58209000000	HAPLOCALCIDS	FINE-LOAMY	28	18	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF515	38.88212000000	-112.63430000000	TORRIORTHENTS	COARSE-LOAMY	24	19	23	258	COARSE-LOAMY	TORRIORTHENTS
MilfordFlat	MF516	38.87936000000	-112.63883000000	HAPLOCALCIDS	SANDY	31	21	32	258	FINE-LOAMY	TORRIORTHENTS
MilfordFlat	MF517	38.87013000000	-112.70332000000	NATRARGIDS	FINE	36	21	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF521	38.85682000000	-112.79911000000	HAPLOCALCIDS	FINE-LOAMY OVER SANDY	29	31	23	198	COARSE-LOAMY	NATRARGIDS
MilfordFlat	MF522	38.85652000000	-112.75238000000	HAPLOCALCIDS	FINE	28	23	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF523	38.85616000000	-112.76548000000	HAPLOCALCIDS	FINE	37	27	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF526	38.84092000000	-112.87186000000	HAPLOCALCIDS	LOAMY-SKELETAL	36	27	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF016	38.83550000000	-112.88789000000	HAPLOCALCIDS	LITHIC LOAMY-SKELETAL	31	28	60	258	LOAMY-SKELETAL	TORRIORTHENTS
MilfordFlat	MF042	38.86607000000	-112.59562000000	HAPLOCALCIDS	LITHIC LOAMY-SKELETAL	26	20	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF527	38.83236000000	-112.90333000000	HAPLOCALCIDS	LITHIC FINE-LOAMY	26	30	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF004	38.83769000000	-112.78251000000	HAPLOCALCIDS	FINE-LOAMY	34	28	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF007	38.84952000000	-112.71890000000	CALCIARGIDS	FINE	32	37	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF009	38.86425000000	-112.67292000000	NATRARGIDS	FINE-LOAMY	31	26	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF017	38.83410000000	-112.87110000000	HAPLOCALCIDS	LOAMY-SKELETAL	24	29	50	258	LITHIC LOAMY-SKELETAL	TORRIORTHENTS
MilfordFlat	MF019	38.83879000000	-112.86320000000	HAPLOCALCIDS	FINE-LOAMY	21	30	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF038	38.87056000000	-112.62377000000	HAPLOCALCIDS	COARSE-LOAMY	20	19	23	258	COARSE-LOAMY	TORRIORTHENTS
MilfordFlat	MF075	38.85741000000	-112.64173000000	HAPLOCALCIDS	FINE-LOAMY	34	18	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF076	38.86637000000	-112.66265000000	HAPLOCALCIDS	FINE-LOAMY	34	19	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF109	38.82083000000	-112.90466000000	HAPLOCALCIDS	LOAMY-SKELETAL	24	35	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF111	38.82075000000	-112.89390000000	PETROCALCIDS	LOAMY-SKELETAL	29	28	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF121	38.83521000000	-112.86091000000	HAPLOCALCIDS	LOAMY-SKELETAL	20	23	60	258	LOAMY-SKELETAL	TORRIORTHENTS
MilfordFlat	MF143	38.84718000000	-112.79041000000	HAPLOCALCIDS	COARSE-LOAMY	31	25	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF144	38.84523000000	-112.80183000000	HAPLOCALCIDS	FINE-LOAMY	27	26	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF157	38.85284000000	-112.74200000000	TORRIPSAMMENTS	COARSE-LOAMY	30	28	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF158	38.85100000000	-112.74941000000	HAPLOCALCIDS	FINE-LOAMY	24	25	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF518	38.86333000000	-112.65668000000	HAPLOCALCIDS	FINE-SILTY	29	20	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF519	38.86325000000	-112.65720000000	HAPLOCALCIDS	FINE	29	20	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF520	38.86148000000	-112.66172000000	HAPLOCALCIDS	FINE	28	19	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF037	38.85242000000	-112.61699000000	HAPLOCALCIDS	SANDY	26	15	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF039	38.86009000000	-112.58343000000	HAPLOCALCIDS	COARSE-LOAMY	28	17	32	258	FINE-LOAMY	TORRIORTHENTS
MilfordFlat	MF040	38.85634000000	-112.59972000000	CALCIARGIDS	FINE-LOAMY	25	20	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF078	38.84145000000	-112.71679000000	CALCIARGIDS	FINE	38	30	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF079	38.83218000000	-112.73680000000	HAPLOCALCIDS	FINE-SILTY	34	22	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF081	38.82115000000	-112.80370000000	HAPLOCALCIDS	SANDY	28	30	23	198	COARSE-LOAMY	NATRARGIDS
MilfordFlat	MF082	38.82448000000	-112.83521000000	CALCIARGIDS	FINE-SILTY	24	24	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF110	38.81872000000	-112.89693000000	HAPLOCALCIDS	SANDY-SKELETAL	23	32	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF117	38.81995000000	-112.82863000000	HAPLOCALCIDS	FINE-LOAMY	28	25	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF137	38.82310000000	-112.77084000000	HAPLOCALCIDS	FINE-LOAMY	26	26	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF524	38.85801000000	-112.60917000000	CALCIARGIDS	LOAMY-SKELETAL	27	15	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF525	38.85297000000	-112.62581000000	HAPLOCALCIDS	FINE-LOAMY	18	16	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF002	38.81923000000	-112.76395000000	HAPLOCALCIDS	FINE-SILTY	32	25	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF003	38.82207000000	-112.76376000000	HAPLOCALCIDS	COARSE-LOAMY	25	23	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF005	38.82851000000	-112.71752000000	HAPLOCALCIDS	FINE-SILTY	32	26	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF006	38.82858000000	-112.72025000000	HAPLOCALCIDS	FINE-SILTY	35	28	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF084	38.82675000000	-112.68971000000	HAPLOCALCIDS	FINE-LOAMY	29	26	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF085	38.83034000000	-112.67976000000	HAPLOCALCIDS	FINE-LOAMY	32	23	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF086	38.83361000000	-112.65845000000	HAPLOCALCIDS	FINE-SILTY	34	22	36	135	FINE-SILTY	HAPLOCALCIDS
MilfordFlat	MF091	38.80801000000	-112.86558000000	HAPLOCALCIDS	FINE-LOAMY	22	25	32	258	FINE-LOAMY	TORRIORTHENTS
MilfordFlat	MF118	38.81552000000	-112.79285000000	HAPLOCALCIDS	SANDY	25	27	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF142	38.80583000000	-112.84104000000	HAPLOCALCIDS	COARSE-LOAMY	20	25	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF528	38.82655000000	-112.74197000000	HAPLOCALCIDS	FINE-LOAMY	36	24	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF529	38.81348000000	-112.83817000000	NATRARGIDS	FINE	24	24	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF530	38.81198000000	-112.83590000000	NATRARGIDS	FINE	23	27	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF532	38.80103000000	-112.86550000000	NATRARGIDS	FINE	25	21	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF829	38.80086000000	-112.85157000000	HAPLOCALCIDS	FINE-LOAMY	25	28	36	198	FINE-SILTY	NATRARGIDS
MilfordFlat	MF029	38.79995000000	-112.74341000000	HAPLOCALCIDS	SANDY	28	20	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF051	38.80818000000	-112.74198000000	HAPLOCALCIDS	SANDY	21	23	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF059	38.78806000000	-112.83511000000	HAPLOCALCIDS	SANDY-SKELETAL	29	27	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF060	38.79423000000	-112.82286000000	HAPLOCALCIDS	FINE	20	23	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF062	38.80985000000	-112.66960000000	HAPLOCALCIDS	SANDY-SKELETAL	21	18	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF080	38.80865000000	-112.75179000000	CALCIARGIDS	FINE-LOAMY	27	23	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF114	38.78291000000	-112.91745000000	HAPLOCALCIDS	LOAMY-SKELETAL	27	28	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF533	38.79878000000	-112.73751000000	CALCIARGIDS	FINE-LOAMY	23	23	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF535	38.78958000000	-112.84265000000	HAPLOCALCIDS	SANDY-SKELETAL	22	22	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF021	38.79253000000	-112.75104000000	TORRIORTHENTS	LITHIC LOAMY-SKELETAL	21	28	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF027	38.79394000000	-112.73063000000	HAPLOCALCIDS	LITHIC LOAMY-SKELETAL	28	26	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF052	38.78941000000	-112.74586000000	CALCIARGIDS	LITHIC LOAMY-SKELETAL	24	24	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF534	38.79203000000	-112.75029000000	TORRIPSAMMENTS	LITHIC SANDY-SKELETAL	22	31	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF141	38.78618000000	-112.73944000000	ROCKOUTCROP	ROCK OUTCROP	22	23	50	135	LITHIC LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF028	38.79029000000	-112.72837000000	PETROCALCIDS	SANDY-SKELETAL	19	21	50	135	LITHIC LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF048	38.79146000000	-112.71604000000	CALCIARGIDS	COARSE-LOAMY	23	19	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF053	38.78679000000	-112.76022000000	HAPLOCALCIDS	SANDY	28	20	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF061	38.78634000000	-112.80712000000	CALCIARGIDS	FINE-LOAMY	27	23	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF064	38.77698000000	-112.79868000000	HAPLOCALCIDS	COARSE-LOAMY	22	32	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF088	38.76776000000	-112.87089000000	CALCIGYPSIDS	FINE-SILTY	27	26	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF089	38.77264000000	-112.87736000000	NATRARGIDS	COARSE-LOAMY	21	23	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF090	38.76877000000	-112.90235000000	NATRARGIDS	FINE	21	24	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF112	38.77001000000	-112.88821000000	HAPLOCALCIDS	COARSE-LOAMY	25	26	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF113	38.76102000000	-112.91310000000	HAPLOCALCIDS	FINE	22	21	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF531	38.80447000000	-112.66712000000	HAPLOCALCIDS	COARSE-LOAMY	30	21	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF539	38.76696000000	-112.89241000000	HAPLOCALCIDS	COARSE-LOAMY	25	21	23	258	COARSE-LOAMY	TORRIORTHENTS
MilfordFlat	MF714	38.76539000000	-112.90900000000	HAPLOCALCIDS	FINE-LOAMY	18	18	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF031	38.77688000000	-112.70612000000	HAPLOCALCIDS	LITHIC LOAMY-SKELETAL	22	20	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF049	38.78179000000	-112.72916000000	TORRIORTHENTS	LITHIC LOAMY-SKELETAL	18	23	50	258	LITHIC LOAMY-SKELETAL	TORRIORTHENTS
MilfordFlat	MF050	38.77896000000	-112.73493000000	HAPLOCALCIDS	LITHIC LOAMY-SKELETAL	23	22	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF122	38.74215000000	-112.93611000000	HAPLOCALCIDS	LITHIC LOAMY-SKELETAL	24	24	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF127	38.74502000000	-112.93334000000	TORRIORTHENTS	LITHIC LOAMY-SKELETAL	19	20	60	258	LOAMY-SKELETAL	TORRIORTHENTS
MilfordFlat	MF544	38.75471000000	-112.88081000000	CALCIARGIDS	LITHIC LOAMY-SKELETAL	22	28	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF020	38.76848000000	-112.82706000000	HAPLOCALCIDS	LOAMY-SKELETAL	32	27	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF026	38.78308000000	-112.66017000000	HAPLOCALCIDS	LOAMY-SKELETAL	28	20	32	258	FINE-LOAMY	TORRIORTHENTS
MilfordFlat	MF030	38.78034000000	-112.70408000000	HAPLOCALCIDS	COARSE-LOAMY	26	23	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF046	38.78553000000	-112.70125000000	TORRIPSAMMENTS	SANDY	28	17	32	258	FINE-LOAMY	TORRIORTHENTS
MilfordFlat	MF047	38.78588000000	-112.71784000000	HAPLOCALCIDS	LOAMY-SKELETAL	22	25	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF054	38.77766000000	-112.77229000000	NATRARGIDS	FINE	30	22	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF055	38.76884000000	-112.78160000000	HAPLOCALCIDS	FINE-LOAMY	29	26	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF056	38.77071000000	-112.78984000000	HAPLOCALCIDS	LOAMY-SKELETAL	30	27	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF057	38.76432000000	-112.79862000000	HAPLOCALCIDS	LOAMY-SKELETAL	34	31	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF058	38.77106000000	-112.81820000000	PETROCALCIDS	FINE-LOAMY	25	26	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF115	38.76449000000	-112.84946000000	HAPLOCALCIDS	SANDY	29	24	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF116	38.76902000000	-112.83868000000	HAPLOCALCIDS	SANDY	29	22	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF146	38.78138000000	-112.75201000000	HAPLOCALCIDS	LOAMY-SKELETAL	23	22	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF536	38.78501000000	-112.65204000000	CALCIARGIDS	FINE-LOAMY	29	14	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF537	38.78067000000	-112.67689000000	HAPLOCALCIDS	LOAMY-SKELETAL	28	22	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF538	38.76982000000	-112.74801000000	TORRIORTHENTS	COARSE-LOAMY	26	19	32	258	FINE-LOAMY	TORRIORTHENTS
MilfordFlat	MF542	38.76589000000	-112.76625000000	TORRIORTHENTS	COARSE-LOAMY	25	28	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF133	38.74742000000	-112.87649000000	TORRIORTHENTS	LITHIC LOAMY-SKELETAL	27	29	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF001	38.76314000000	-112.72752000000	HAPLOCALCIDS	LOAMY-SKELETAL	29	17	32	258	FINE-LOAMY	TORRIORTHENTS
MilfordFlat	MF023	38.77325000000	-112.68247000000	HAPLOCALCIDS	COARSE-LOAMY	22	21	23	258	COARSE-LOAMY	TORRIORTHENTS
MilfordFlat	MF024	38.77315000000	-112.68191000000	TORRIPSAMMENTS	SANDY	22	21	23	258	COARSE-LOAMY	TORRIORTHENTS
MilfordFlat	MF025	38.76977000000	-112.67879000000	HAPLOCALCIDS	FINE-LOAMY	25	19	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF032	38.76452000000	-112.69844000000	HAPLOCALCIDS	COARSE-LOAMY	26	18	32	258	FINE-LOAMY	TORRIORTHENTS
MilfordFlat	MF063	38.76572000000	-112.66250000000	HAPLOCALCIDS	LOAMY-SKELETAL	25	16	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF067	38.76925000000	-112.63881000000	HAPLOCALCIDS	LOAMY-SKELETAL	23	12	32	133	FINE-LOAMY	HAPLARGIDS
MilfordFlat	MF087	38.76495000000	-112.74789000000	HAPLOCALCIDS	FINE-LOAMY	27	25	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF128	38.72995000000	-112.92470000000	CALCIARGIDS	FINE-LOAMY	29	23	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF131	38.74225000000	-112.89350000000	HAPLOCALCIDS	SANDY	23	25	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF132	38.74259000000	-112.90177000000	HAPLOCALCIDS	COARSE-LOAMY	25	23	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF540	38.76778000000	-112.66850000000	HAPLOCALCIDS	FINE-LOAMY	18	23	32	258	FINE-LOAMY	TORRIORTHENTS
MilfordFlat	MF541	38.76660000000	-112.74257000000	HAPLOCALCIDS	FINE-LOAMY	25	21	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF545	38.73230000000	-112.86924000000	HAPLOCALCIDS	LITHIC LOAMY-SKELETAL	27	24	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
MilfordFlat	MF547	38.72007000000	-112.94561000000	HAPLOCALCIDS	LITHIC FINE-LOAMY	28	23	23	258	COARSE-LOAMY	TORRIORTHENTS
MilfordFlat	MF066	38.76468000000	-112.63602000000	PETROCALCIDS	LOAMY-SKELETAL	25	14	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF068	38.76453000000	-112.58156000000	HAPLOCALCIDS	FINE-LOAMY	21	18	32	258	FINE-LOAMY	TORRIORTHENTS
MilfordFlat	MF126	38.71544000000	-112.94809000000	CALCIARGIDS	FINE-LOAMY	36	24	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF134	38.73365000000	-112.88100000000	HAPLOCALCIDS	FINE-LOAMY	28	31	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF543	38.76155000000	-112.65281000000	HAPLOCALCIDS	FINE-LOAMY	21	15	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF546	38.72028000000	-112.94302000000	HAPLOCALCIDS	COARSE-LOAMY	26	23	36	258	FINE-SILTY	TORRIORTHENTS
MilfordFlat	MF069	38.75958000000	-112.58110000000	ROCKOUTCROP	ROCK OUTCROP	25	17	32	258	FINE-LOAMY	TORRIORTHENTS
MilfordFlat	MF125	38.70837000000	-112.94187000000	CALCIARGIDS	FINE-LOAMY	30	26	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF548	38.71075000000	-112.91159000000	HAPLOCALCIDS	FINE-LOAMY	30	33	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF549	38.70515000000	-112.89477000000	HAPLOCALCIDS	FINE-LOAMY	36	33	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF135	38.68547000000	-112.86884000000	HAPLOCALCIDS	LITHIC LOAMY-SKELETAL	30	28	32	135	FINE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF123	38.67857000000	-112.88839000000	HAPLOCALCIDS	COARSE-LOAMY	34	33	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF124	38.68840000000	-112.90095000000	HAPLOCALCIDS	LOAMY-SKELETAL	28	23	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF550	38.67995000000	-112.89785000000	HAPLOCALCIDS	LOAMY-SKELETAL OVER SANDY	31	26	23	135	COARSE-LOAMY	HAPLOCALCIDS
MilfordFlat	MF065	38.67591000000	-112.86946000000	HAPLOCALCIDS	LOAMY-SKELETAL	33	28	32	135	FINE-LOAMY	HAPLOCALCIDS
